date,applicant ,arrival,asylum ,benefit,border ,control ,business ,citizenship ,compensation ,consulate ,contract ,customs ,deportation ,diaspora ,discriminate ,earning ,economy ,embassy ,emigrant ,emigrate ,emigration ,employer ,employment ,foreigner,GDP,hiring ,illegal ,immigrant ,immigrate ,immigration ,income ,inflation ,internship ,job,labor,layoff,legalization ,migrant,migrate,migration ,minimum ,nationality ,naturalization ,passport,payroll,pension,quota,recession ,recruitment,refugee ,remuneration ,required documents ,salary,Schengen,smuggler ,smuggling,tax,tourist ,unauthorized ,undocumented ,unemployment ,union,unskilled,vacancy,visa,waiver,wage,welfare
2017-10-15,25,6,43,77,22,80,75,31,83,32,65,69,10,55,8,52,51,38,8,0,89,55,87,100,42,57,50,14,14,16,64,68,62,36,12,22,3,4,43,13,55,44,40,69,32,60,60,5,50,7,31,32,90,17,29,23,41,60,45,15,5,58,32,64,58,72,39,74
2017-10-22,20,7,25,80,23,83,78,28,71,42,64,76,24,51,15,52,64,38,10,32,35,50,68,54,59,46,45,22,9,17,65,60,68,34,12,13,4,4,56,16,52,50,55,60,30,64,16,6,56,11,23,26,89,14,19,9,39,69,53,20,4,57,31,59,58,64,42,53
2017-10-29,17,10,35,75,23,77,71,26,74,41,60,89,16,35,15,61,56,37,4,16,79,44,75,45,54,47,48,16,26,18,67,71,78,33,13,23,2,7,39,16,46,46,61,61,32,70,46,5,34,10,23,32,90,11,38,18,55,54,36,15,4,59,31,92,66,66,33,59
2017-11-05,25,9,28,73,19,83,73,19,85,42,60,78,22,19,30,58,53,42,8,16,9,47,77,27,46,63,50,21,17,17,68,76,71,35,13,23,3,8,32,14,56,43,64,67,28,55,37,4,64,15,23,13,86,19,19,27,43,55,45,14,5,61,16,59,67,66,38,60
2017-11-12,15,11,23,93,24,84,71,29,91,35,50,64,21,55,38,54,61,39,12,25,53,58,73,22,56,52,51,20,12,17,65,74,65,36,11,15,4,5,51,11,48,48,62,65,30,65,35,10,60,12,15,26,86,17,19,9,48,58,45,13,5,59,32,43,64,73,42,72
2017-11-19,18,9,17,70,28,70,54,18,39,35,49,69,10,30,50,29,38,35,2,18,38,32,54,13,40,37,49,16,3,13,52,61,47,27,8,10,4,5,35,9,44,45,44,57,21,42,37,3,26,4,17,63,69,30,10,25,35,58,40,14,4,57,34,55,63,60,35,42
2017-11-26,16,10,17,83,22,81,68,24,76,39,56,93,14,23,23,30,61,34,8,24,70,44,65,14,52,46,55,17,11,15,77,76,73,35,12,15,2,8,57,15,54,56,49,66,32,53,46,5,42,8,15,38,84,8,10,9,71,53,60,17,4,60,16,29,64,77,40,79
2017-12-03,20,7,20,84,23,83,67,21,77,39,51,84,16,39,76,42,61,49,6,32,44,52,69,13,56,46,56,17,9,18,69,87,54,32,12,13,2,5,55,11,53,41,58,66,25,53,56,6,47,11,31,19,84,17,19,14,62,42,48,19,4,60,0,59,63,54,39,74
2017-12-10,27,7,15,69,24,85,60,22,79,31,55,75,18,59,39,30,56,40,0,25,18,46,64,10,46,39,48,17,23,18,64,82,56,30,13,12,2,7,34,17,54,29,47,60,26,52,41,8,48,13,23,39,81,11,0,14,59,44,54,10,5,61,32,39,63,49,37,58
2017-12-17,13,11,21,68,25,80,56,22,66,35,50,74,10,52,17,19,49,48,7,9,29,41,62,11,44,34,44,8,9,15,79,51,59,29,10,10,3,5,41,12,52,48,48,65,33,66,28,5,45,7,17,14,76,9,21,15,100,57,31,8,4,62,35,75,68,38,37,57
2017-12-24,10,9,20,59,23,71,50,20,52,29,45,64,11,37,27,19,38,41,2,39,11,42,54,18,37,37,41,8,17,10,62,60,46,22,8,18,4,5,24,9,57,37,37,73,29,56,22,4,45,7,18,31,72,10,35,11,68,75,34,13,3,62,0,61,63,35,45,61
2017-12-31,9,9,23,63,22,75,61,24,76,32,57,74,11,47,8,32,32,39,13,0,10,48,66,10,31,54,48,10,9,16,69,53,61,32,10,16,12,3,37,8,87,52,47,87,32,63,34,4,22,6,42,35,82,6,0,20,55,65,31,13,5,59,17,46,70,42,81,68
2018-01-07,22,5,16,70,22,74,66,25,78,41,56,79,25,47,46,37,54,39,10,33,27,59,77,17,38,55,47,16,23,27,66,74,78,36,12,13,5,5,39,14,66,42,37,92,37,61,60,6,55,6,47,52,95,11,59,14,53,58,54,13,5,57,0,43,68,40,63,55
2018-01-14,25,9,19,66,24,79,68,29,85,42,52,72,26,39,15,25,64,44,8,57,36,56,72,17,56,61,57,16,6,27,75,70,82,36,14,22,3,4,32,14,63,49,62,88,31,66,41,5,38,8,31,19,94,23,49,32,60,64,29,15,5,59,0,43,66,51,57,73
2018-01-21,27,7,16,74,27,76,74,32,63,50,55,85,18,43,15,56,74,42,4,8,35,72,86,13,61,51,61,15,20,30,80,73,100,39,13,12,5,7,51,15,61,52,61,96,32,71,53,5,53,12,15,26,99,19,48,18,73,60,28,18,6,57,16,50,65,40,51,77
2018-01-28,25,8,23,71,22,80,73,30,79,36,62,69,15,35,30,76,72,48,16,32,35,73,75,8,50,59,60,18,17,32,100,54,90,37,13,12,2,9,38,20,61,50,43,85,38,85,52,3,65,11,23,51,90,25,19,18,91,65,32,17,5,100,47,33,59,35,51,77
2018-02-04,21,7,28,80,24,77,72,31,89,39,79,79,28,31,45,49,62,36,12,32,35,59,78,5,51,49,61,16,14,25,89,81,79,35,13,21,4,9,41,15,53,52,51,87,28,71,43,7,42,10,23,44,88,14,19,27,79,60,28,21,4,58,0,46,64,42,43,69
2018-02-11,29,7,20,64,25,80,66,26,70,39,53,73,10,31,46,54,68,39,8,33,35,54,63,8,52,50,66,16,32,29,84,88,75,33,12,27,3,9,32,14,51,53,59,84,30,66,60,7,48,11,15,32,84,14,29,27,78,67,57,15,4,63,16,55,64,31,37,72
2018-02-18,37,9,25,71,21,100,72,27,79,34,51,70,21,98,46,51,52,41,10,8,36,58,68,7,47,52,60,15,35,22,85,66,80,34,13,25,3,6,36,13,55,41,68,82,27,66,63,6,46,8,23,26,90,3,19,23,76,69,61,14,5,61,32,59,61,36,38,65
2018-02-25,29,8,31,71,24,91,72,27,100,48,56,78,15,49,80,50,63,44,6,23,51,54,80,8,46,51,56,16,19,23,84,81,79,39,13,19,3,7,42,12,51,37,35,81,28,62,75,5,49,10,15,25,98,24,46,13,69,71,66,24,5,64,45,44,71,37,43,86
2018-03-04,28,8,22,79,20,88,72,31,94,41,56,74,26,61,45,29,70,44,12,55,86,62,68,5,61,49,53,19,17,21,80,70,68,39,14,34,4,7,54,13,51,46,63,89,27,66,52,8,50,10,30,19,92,14,38,18,66,65,47,29,4,61,15,53,57,40,43,74
2018-03-11,54,10,24,74,25,89,71,26,81,37,62,60,10,63,22,31,61,50,8,8,58,49,75,5,59,44,55,20,16,23,76,69,80,34,11,26,2,8,35,11,57,53,50,96,24,94,53,8,53,9,0,30,89,8,46,21,65,59,38,14,5,56,30,32,62,34,45,69
2018-03-18,29,6,24,73,24,92,68,28,74,40,61,73,19,84,52,36,62,46,18,48,60,63,74,6,54,48,60,17,22,19,70,69,75,37,12,30,2,7,28,14,53,57,51,87,31,73,46,7,45,11,23,44,94,22,9,9,61,68,64,18,4,56,31,58,60,41,40,77
2018-03-25,28,7,18,76,24,85,70,28,73,42,59,64,12,53,48,34,52,50,13,25,28,54,71,6,36,48,51,13,15,17,73,65,67,33,11,25,3,5,35,13,53,48,42,96,27,91,33,5,39,9,8,40,90,32,20,19,64,59,68,16,4,61,16,57,61,35,37,52
2018-04-01,19,8,21,70,33,84,72,26,76,41,58,62,23,49,24,21,57,44,13,25,27,55,64,6,52,54,59,17,30,20,81,55,81,35,12,31,2,10,35,10,50,46,29,88,30,63,32,5,33,10,8,60,94,14,30,9,75,77,55,24,5,61,0,48,63,36,40,76
2018-04-08,25,7,22,79,27,80,75,24,89,43,63,74,19,43,15,41,61,47,16,25,54,56,90,4,59,50,54,14,20,18,92,80,81,38,13,25,3,6,41,15,55,44,31,88,27,77,44,5,46,5,39,32,93,28,0,28,92,81,45,18,5,65,16,64,68,36,49,70
2018-04-15,20,8,27,78,25,89,72,29,85,44,53,65,22,35,46,39,65,42,6,24,35,54,81,4,60,53,56,12,9,20,90,71,80,36,14,60,5,8,42,15,54,52,53,87,37,80,62,8,54,10,54,13,91,28,19,27,97,60,49,9,5,59,0,38,55,45,46,77
2018-04-22,31,8,31,70,22,83,69,23,74,41,54,72,19,61,52,70,65,38,12,24,43,48,71,5,55,51,54,15,14,18,64,100,53,35,14,27,3,8,44,14,58,50,45,81,26,60,100,8,45,10,22,25,88,24,37,26,42,63,95,10,4,60,15,53,66,41,44,61
2018-04-29,26,8,43,73,30,84,69,28,76,50,58,72,11,65,83,64,65,46,18,32,43,50,67,5,60,57,49,17,17,19,65,80,52,36,14,14,4,15,47,13,53,42,55,95,30,53,40,7,35,11,15,19,90,25,47,27,39,76,100,21,5,62,16,58,59,48,45,80
2018-05-06,20,6,22,79,26,87,68,23,79,41,58,77,10,38,22,43,68,47,18,40,43,61,71,4,62,60,54,12,8,20,68,66,63,36,14,20,2,7,53,15,54,37,42,78,29,65,31,6,48,12,23,13,94,41,28,31,36,68,64,23,5,61,0,45,58,40,42,68
2018-05-13,23,8,20,71,25,84,67,23,80,44,47,80,21,50,37,40,71,76,14,32,17,50,78,5,57,49,55,18,20,19,59,69,64,36,15,16,3,6,35,13,50,63,51,80,29,62,43,6,53,8,8,31,94,27,19,13,34,78,64,38,4,58,62,50,61,38,43,57
2018-05-20,35,7,25,74,26,88,66,27,81,39,57,76,16,35,38,39,67,44,18,40,35,48,76,6,54,58,49,16,17,18,58,71,44,40,15,6,2,7,40,12,56,48,52,82,27,59,43,7,42,9,0,25,98,14,19,9,36,88,56,22,4,61,16,63,63,41,43,66
2018-05-27,19,9,29,70,29,83,64,29,54,41,63,54,21,52,23,23,65,46,23,25,0,50,68,6,40,62,51,24,12,18,53,84,53,35,13,5,2,13,45,13,57,42,44,82,29,58,38,7,36,8,16,39,91,28,10,28,33,73,33,15,4,61,16,43,62,36,49,79
2018-06-03,15,6,28,63,23,85,68,32,74,42,54,82,11,39,46,41,61,47,20,24,44,52,71,4,39,67,60,21,14,17,54,57,65,37,14,12,4,5,42,11,63,34,31,78,27,59,31,6,46,6,15,26,99,36,19,14,36,70,49,17,5,63,0,51,62,54,54,62
2018-06-10,28,6,45,59,28,94,67,24,75,45,62,87,13,31,15,28,51,48,28,8,44,57,81,6,59,62,54,31,17,23,59,68,51,40,12,22,3,13,24,9,63,40,37,93,26,53,34,9,43,14,31,51,92,25,39,41,37,73,61,21,5,59,32,68,74,41,54,64
2018-06-17,25,7,100,59,65,82,62,26,74,50,50,76,27,8,15,21,47,48,8,25,9,62,74,5,30,68,100,100,44,63,51,46,57,38,12,17,4,46,31,10,63,45,56,96,29,57,25,7,48,22,23,52,92,37,39,14,33,71,58,35,4,61,16,30,66,36,57,72
2018-06-24,19,7,43,60,35,87,67,22,75,47,60,79,19,40,55,24,51,46,13,25,46,38,75,6,36,74,73,40,33,34,60,48,51,40,13,12,4,12,46,8,62,41,57,79,32,72,48,10,60,12,24,20,90,20,30,19,34,71,38,15,5,60,16,57,65,36,60,72
2018-07-01,12,6,42,53,28,82,57,28,47,40,100,60,11,33,16,27,47,44,17,9,9,46,58,3,48,57,93,31,15,21,53,37,33,32,14,10,3,13,22,8,79,58,46,79,25,60,30,7,34,8,49,61,87,33,31,24,31,69,48,10,5,58,34,63,63,39,69,69
2018-07-08,18,8,40,63,28,90,65,23,73,40,66,63,17,24,8,49,45,52,20,8,0,52,83,6,50,65,60,17,14,23,66,49,52,37,16,15,1,10,38,10,70,55,47,86,30,62,25,7,60,10,15,52,99,34,10,18,32,63,33,14,5,64,0,60,67,42,64,65
2018-07-15,14,9,29,56,25,87,66,33,75,48,69,66,15,36,32,41,43,43,8,25,18,53,64,6,43,60,52,16,12,20,63,54,44,37,16,23,2,8,37,8,66,43,48,81,28,69,23,6,58,6,40,33,97,23,30,14,34,79,34,11,4,60,0,57,66,46,57,69
2018-07-22,26,7,20,65,25,77,65,28,65,45,69,80,8,12,23,71,45,51,23,33,18,54,76,6,100,66,53,15,15,18,66,54,49,38,18,18,1,2,38,7,58,46,32,81,30,60,35,7,51,3,8,39,89,26,20,9,36,81,33,15,4,61,16,52,62,46,56,60
2018-07-29,16,6,32,59,25,81,69,27,89,39,65,84,12,44,24,47,49,52,23,25,18,50,75,9,65,73,58,14,12,16,59,59,51,38,18,18,2,9,42,9,61,38,32,83,27,75,42,6,40,8,24,86,94,17,20,23,35,100,59,20,5,63,16,39,63,47,52,77
2018-08-05,20,9,24,71,22,79,69,28,66,51,54,72,12,28,31,56,46,57,2,17,18,49,76,5,35,64,53,8,26,19,59,55,50,38,20,12,4,4,29,12,55,46,28,91,28,59,16,7,63,5,8,59,99,26,59,19,31,82,50,7,4,61,0,52,66,50,48,65
2018-08-12,14,8,24,57,22,78,65,30,76,41,50,76,10,28,16,36,56,47,12,17,27,56,81,3,42,62,48,11,15,16,58,51,53,38,25,11,1,6,42,12,54,45,66,78,31,68,54,7,45,7,47,46,94,23,30,9,33,72,54,11,4,64,0,61,61,54,44,70
2018-08-19,31,8,20,70,24,80,71,23,78,36,55,71,8,28,39,32,58,41,17,8,36,48,74,4,35,70,66,17,0,20,58,71,70,39,36,18,2,9,42,12,53,43,51,82,25,67,16,6,51,9,16,53,93,32,30,14,33,56,46,17,5,60,16,48,60,59,46,63
2018-08-26,12,7,27,67,25,80,66,28,72,34,81,72,15,43,31,35,70,41,6,16,54,60,75,3,44,59,56,16,23,15,58,73,63,37,63,17,2,7,45,11,52,43,31,70,25,84,28,6,50,8,23,32,95,17,0,23,33,76,45,14,4,60,16,38,59,51,47,83
2018-09-02,22,7,31,61,25,75,65,25,73,39,63,68,12,20,23,35,63,46,100,8,36,49,67,5,50,54,49,16,14,16,55,61,46,34,87,12,3,10,43,11,53,57,71,71,27,67,25,9,41,8,46,26,86,20,0,14,32,77,25,8,4,61,0,30,53,61,42,74
2018-09-09,20,7,29,69,22,81,70,30,77,39,70,82,10,57,15,29,71,40,18,32,35,53,66,4,61,62,46,15,20,19,62,68,57,37,14,15,3,6,41,14,55,49,54,74,31,57,40,9,53,10,30,38,91,16,28,40,33,63,52,7,4,57,0,33,62,86,45,62
2018-09-16,25,6,25,80,27,82,70,26,82,38,67,92,12,39,46,28,70,36,12,41,35,57,76,7,49,61,45,21,20,16,65,79,66,36,14,14,3,7,51,14,55,46,31,71,27,65,41,9,53,8,23,58,91,25,58,55,35,69,33,9,4,58,0,55,58,68,43,60
2018-09-23,17,6,32,70,22,81,71,27,94,39,72,84,8,39,31,33,65,39,14,16,62,49,72,4,58,62,57,17,32,19,61,71,51,37,13,15,2,6,51,10,58,43,53,67,31,67,56,9,75,7,23,58,90,14,19,18,34,70,41,18,4,60,16,30,61,63,45,76
2018-09-30,8,6,30,83,23,85,70,24,78,35,61,98,9,66,23,42,62,36,6,8,26,53,81,3,61,63,51,14,14,19,72,95,75,37,13,20,3,6,45,15,54,43,61,67,30,57,40,6,42,11,15,45,94,17,29,36,39,65,44,13,5,60,47,54,66,65,51,67
2018-10-07,25,6,28,65,22,85,67,24,70,39,60,60,21,36,31,35,64,46,12,58,36,50,74,4,55,60,52,18,38,16,67,82,79,34,14,19,2,11,41,19,55,60,63,70,29,51,63,8,57,12,39,26,93,17,29,32,40,66,37,13,5,59,32,56,59,55,47,76
2018-10-14,13,7,34,77,24,80,69,27,77,48,63,78,23,35,69,39,61,42,2,8,71,57,84,4,67,58,57,15,23,19,66,79,65,35,13,16,9,18,44,13,51,40,43,66,23,64,50,8,49,8,100,26,85,20,39,32,41,64,37,13,5,57,63,76,58,59,46,74
2018-10-21,20,6,36,81,35,81,66,27,78,42,64,72,10,50,68,61,70,35,6,24,35,55,64,5,53,62,58,31,17,26,62,49,62,35,13,14,4,72,45,21,57,75,37,63,28,57,43,10,44,15,53,38,91,8,19,13,36,79,40,19,4,56,47,54,56,59,44,67
2018-10-28,24,7,66,77,35,83,68,100,90,38,71,83,21,61,39,69,66,39,8,34,46,53,65,5,70,56,62,22,21,23,60,87,61,34,13,16,3,63,44,19,56,46,35,66,24,56,39,7,40,10,48,27,90,20,10,9,38,82,34,21,5,58,16,52,61,69,49,79
2018-11-04,22,6,50,80,36,96,64,31,73,30,56,56,15,41,44,42,65,39,6,15,50,52,61,9,50,58,62,24,5,20,63,67,64,34,13,20,8,40,44,12,58,50,56,61,26,58,42,6,58,12,29,43,82,11,28,22,40,66,27,14,5,60,15,28,56,47,48,75
2018-11-11,25,7,38,70,36,78,63,22,76,44,47,60,13,43,31,46,64,43,8,0,71,48,58,5,54,55,50,19,17,18,58,75,62,33,12,14,3,50,39,13,53,32,50,70,25,57,50,9,48,9,8,32,81,20,29,14,36,51,37,14,4,63,32,47,57,51,46,68
2018-11-18,14,8,40,53,53,73,55,23,42,30,50,70,8,37,16,42,41,36,19,9,19,38,42,3,34,47,50,13,6,17,46,53,45,25,9,9,3,46,22,10,44,36,23,63,24,47,26,6,42,11,16,20,68,18,20,19,30,45,17,13,4,55,0,22,55,42,35,50
2018-11-25,39,7,77,81,100,80,64,28,80,36,56,74,10,53,29,43,65,30,8,55,60,55,62,5,56,54,55,25,19,21,64,79,59,33,13,18,2,100,54,15,53,44,45,73,27,55,48,9,53,15,37,25,87,19,28,31,36,50,43,20,5,60,0,37,61,62,48,78
2018-12-02,27,7,31,78,36,83,72,26,88,30,52,55,10,54,46,45,69,38,8,24,44,52,64,3,58,54,51,17,17,20,70,97,44,33,13,20,4,51,39,17,57,43,77,63,29,65,40,13,39,13,8,45,84,11,10,36,41,63,32,20,6,59,16,46,59,49,47,68
2018-12-09,25,7,32,75,33,84,66,24,85,38,49,64,34,51,54,40,80,38,14,16,36,56,62,5,55,54,56,18,15,19,62,81,54,32,13,19,4,35,45,18,57,37,56,71,27,51,35,16,67,12,39,52,87,20,29,28,46,72,49,15,5,61,32,51,62,41,46,74
2018-12-16,15,7,21,72,53,76,61,24,61,37,50,74,20,36,24,37,60,35,12,25,18,44,52,3,51,51,44,18,15,19,56,67,52,29,12,11,5,17,42,14,51,37,41,67,32,84,51,18,51,12,16,7,75,9,20,9,37,63,33,7,4,59,32,65,62,44,47,60
2018-12-23,20,9,16,65,49,74,47,19,37,27,45,63,4,55,9,22,36,42,5,0,31,32,36,3,34,42,57,11,7,12,48,52,44,23,9,14,2,16,18,6,59,49,40,65,21,47,33,11,44,5,9,45,68,16,45,27,33,73,29,10,3,57,19,40,61,24,50,50
2018-12-30,13,8,29,63,42,74,56,25,55,35,50,56,4,38,25,19,39,44,4,0,10,55,64,4,38,57,60,15,22,14,60,48,67,30,9,12,1,13,26,7,99,48,24,84,34,45,14,10,48,6,33,42,83,9,21,20,42,59,40,14,4,60,34,69,63,39,100,66
2019-01-06,24,7,31,76,64,81,71,30,67,43,68,85,12,49,59,52,50,34,12,8,26,53,81,5,45,71,71,15,20,22,66,83,83,38,11,27,2,10,53,17,82,51,54,94,32,60,43,10,55,10,0,44,95,19,19,40,51,52,44,25,6,58,46,53,65,37,67,69
2019-01-13,28,7,29,84,41,79,71,26,78,33,57,79,10,57,7,51,61,36,12,39,34,73,81,3,52,61,62,16,11,19,80,55,83,36,13,29,3,13,49,12,75,47,33,86,37,68,52,7,45,7,30,75,99,35,28,62,54,64,12,11,7,58,46,49,63,44,58,71
2019-01-20,24,8,27,65,34,78,71,27,85,38,54,73,8,79,62,67,67,44,10,16,36,61,77,4,45,65,61,15,9,18,78,66,84,36,13,23,2,8,48,11,66,46,75,85,28,68,38,11,36,9,39,39,96,28,29,32,65,64,49,23,6,61,16,47,60,44,54,71
2019-01-27,37,6,31,76,33,83,74,20,83,38,64,89,12,76,37,76,66,41,12,55,51,72,71,4,59,63,57,14,17,17,97,65,80,37,14,20,2,11,39,15,65,41,39,80,37,79,45,11,58,10,22,43,100,16,47,26,84,46,71,18,6,62,31,65,61,37,49,79
2019-02-03,24,6,24,85,32,80,73,28,76,41,67,76,12,42,30,50,77,31,10,31,34,65,67,3,50,63,57,15,8,17,94,62,74,36,14,23,3,13,47,15,56,60,36,80,33,82,51,7,48,8,30,50,99,16,37,44,83,50,43,16,6,93,15,49,54,44,47,73
2019-02-10,29,7,18,78,37,76,71,27,73,38,51,64,13,63,7,33,60,42,10,70,34,60,71,4,53,59,51,14,11,21,83,56,71,34,12,24,1,11,42,13,54,50,41,81,28,74,36,7,50,10,29,31,89,24,28,30,84,53,62,8,6,59,45,48,62,34,47,74
2019-02-17,23,9,27,77,32,81,74,30,73,32,63,76,27,31,38,61,61,47,10,40,44,64,74,5,50,61,59,15,9,19,89,73,87,38,12,19,4,12,35,12,59,48,46,85,29,80,31,10,47,11,31,70,92,42,19,32,85,68,41,15,5,61,32,46,59,27,41,79
2019-02-24,32,7,22,77,28,81,74,26,76,47,75,67,17,78,58,47,65,35,6,16,59,61,74,3,73,60,55,12,22,17,87,83,70,36,12,16,3,11,44,15,55,47,35,94,31,64,45,9,52,6,29,49,94,21,37,17,76,61,62,18,5,62,15,40,63,38,47,77
2019-03-03,39,8,29,77,33,82,75,25,83,32,57,56,7,49,22,37,74,43,8,31,34,60,76,4,59,57,49,10,17,18,87,70,86,35,12,12,4,10,34,17,58,43,45,90,25,59,60,10,53,7,0,50,88,22,9,26,67,67,86,17,5,57,15,82,63,31,43,72
2019-03-10,30,7,19,86,28,82,75,31,73,32,69,86,11,84,60,36,64,49,12,8,61,55,77,3,46,57,61,15,8,20,79,78,60,34,13,19,3,12,100,100,56,43,61,90,26,69,49,9,50,12,23,51,92,36,19,27,65,72,44,25,4,56,31,37,68,36,47,67
2019-03-17,67,4,20,66,28,80,68,29,98,40,75,84,10,35,31,36,63,41,12,33,35,62,77,4,53,62,62,13,11,20,79,69,70,36,13,26,3,8,53,26,58,56,68,92,33,60,34,16,39,8,38,71,91,28,0,45,62,77,41,14,4,61,32,76,56,40,45,47
2019-03-24,60,6,22,74,32,83,72,25,70,43,66,80,13,48,23,24,65,44,8,42,27,67,78,4,54,57,55,14,12,17,84,75,76,35,13,23,3,8,49,16,58,44,54,89,28,61,29,16,42,9,32,46,91,20,30,9,65,73,50,18,5,59,65,48,61,34,41,57
2019-03-31,27,6,34,76,53,80,74,25,89,39,61,78,8,40,24,44,56,41,19,8,36,67,71,4,43,59,60,13,6,18,83,81,79,34,12,18,3,9,45,18,58,51,70,87,34,78,42,14,42,8,47,33,87,9,40,19,80,74,33,11,4,64,49,52,60,39,43,80
2019-04-07,32,6,37,73,33,80,76,28,82,48,62,71,14,44,23,53,61,43,2,33,72,70,74,3,48,56,55,14,21,21,92,83,72,36,13,10,4,9,43,14,60,57,47,89,32,69,45,9,56,6,24,46,96,26,20,32,95,78,37,19,4,62,32,69,63,45,49,70
2019-04-14,45,5,32,65,30,81,72,23,74,41,63,82,17,20,55,59,56,40,8,17,37,60,72,5,49,56,51,13,18,18,83,73,65,33,13,19,2,12,53,13,59,53,45,94,33,64,65,8,55,8,40,33,86,29,20,28,87,61,38,11,4,58,16,53,52,45,43,67
2019-04-21,51,6,25,65,30,81,69,23,69,37,66,77,13,36,31,59,66,47,8,33,45,51,72,3,61,70,59,11,15,17,66,58,77,33,13,17,3,4,33,13,57,42,60,87,23,78,35,9,38,6,31,26,90,23,0,18,41,74,41,13,4,57,32,60,55,50,48,65
2019-04-28,22,6,30,71,28,82,69,26,80,40,63,64,17,35,76,58,77,39,12,8,53,63,67,4,57,68,74,10,11,20,64,85,62,37,16,12,2,8,42,17,54,48,40,85,28,80,50,10,51,6,23,32,92,33,38,18,40,68,41,16,5,61,47,55,54,41,43,61
2019-05-05,25,8,18,75,30,78,70,23,75,40,66,72,9,42,23,42,73,37,8,40,61,57,75,6,58,62,62,16,25,19,60,80,62,34,13,18,3,9,44,12,57,40,49,85,31,66,37,10,40,11,23,38,96,33,29,18,38,63,44,15,5,62,0,46,59,38,47,70
2019-05-12,25,7,27,71,29,80,70,23,71,26,57,57,3,62,30,36,65,40,10,16,61,54,68,6,64,68,63,14,14,24,59,93,53,37,14,10,4,7,45,16,54,46,46,84,25,61,25,9,35,9,30,32,95,28,57,13,35,76,40,21,4,60,0,67,61,45,44,66
2019-05-19,25,8,31,68,29,78,64,29,88,37,67,72,20,65,38,50,71,37,12,0,61,45,72,4,60,66,61,17,11,21,60,66,64,37,13,13,4,9,65,11,55,42,52,81,25,53,46,9,50,11,15,25,99,33,28,22,34,75,44,20,4,56,16,37,60,38,47,67
2019-05-26,32,7,33,56,31,78,63,23,80,46,59,62,9,28,62,22,59,42,10,41,18,38,65,5,39,65,55,14,9,16,53,65,58,35,14,17,3,6,43,10,57,41,44,86,28,69,44,10,43,5,16,78,92,25,29,23,32,96,66,17,4,66,0,90,57,36,45,61
2019-06-02,28,9,33,62,37,85,70,22,87,45,58,74,6,51,61,27,58,57,16,8,35,60,78,6,50,65,62,12,17,17,56,91,60,36,12,13,2,13,47,11,57,49,46,92,27,66,40,11,51,6,38,38,88,36,10,27,34,85,36,19,5,64,0,50,67,47,50,66
2019-06-09,20,8,21,58,25,82,69,22,73,38,64,77,14,55,15,27,47,48,10,16,18,48,73,8,40,78,60,12,9,15,60,55,47,35,13,10,2,10,38,9,59,35,53,84,27,57,22,7,57,6,8,46,90,28,10,37,34,65,58,14,4,60,16,47,63,41,49,56
2019-06-16,26,7,27,66,28,80,68,28,72,38,74,67,37,36,23,32,44,50,21,8,45,51,81,3,34,79,60,14,12,29,62,55,50,35,13,13,2,13,31,9,60,50,48,96,30,66,42,6,49,9,39,66,99,32,30,19,34,66,33,19,4,59,0,56,64,55,46,61
2019-06-23,30,8,40,54,39,83,70,25,98,42,66,70,39,37,40,23,60,46,21,0,28,60,82,6,36,82,77,24,9,34,60,54,47,38,15,14,3,35,39,11,59,43,68,87,30,61,36,7,60,8,16,80,96,41,20,14,38,75,68,23,5,63,0,84,62,43,52,54
2019-06-30,25,7,26,57,35,75,55,31,68,43,96,67,10,25,16,32,47,44,15,0,19,42,68,4,31,66,86,19,3,19,54,51,45,29,14,9,3,14,33,7,74,42,46,91,26,60,40,7,49,7,8,69,84,15,21,5,33,81,39,16,4,60,0,36,60,35,56,60
2019-07-07,24,8,31,68,32,82,66,33,82,39,75,79,22,28,15,53,51,46,20,16,71,49,76,4,36,69,69,20,14,25,62,56,46,37,18,10,1,12,26,10,66,45,34,90,27,65,32,9,62,6,16,78,97,25,39,37,35,79,33,21,5,62,16,38,64,45,57,62
2019-07-14,22,7,40,60,32,84,67,32,92,43,64,82,27,24,8,39,53,50,8,8,0,62,62,5,41,61,58,18,6,31,62,55,39,34,17,22,1,12,33,9,65,36,58,76,26,63,45,8,42,7,32,100,88,23,100,28,34,73,34,29,5,64,0,31,61,40,57,58
2019-07-21,14,7,26,64,31,77,68,26,76,42,61,63,16,29,72,63,50,38,21,0,9,56,76,5,41,71,46,12,21,20,64,62,38,35,16,20,2,8,28,11,64,54,39,80,27,66,29,11,62,8,8,13,95,59,20,100,33,69,34,15,4,60,0,53,55,36,52,62
2019-07-28,35,8,28,54,30,84,67,25,78,33,70,61,12,25,32,57,48,43,15,26,9,50,73,4,36,74,49,12,6,16,61,58,51,34,18,20,1,8,36,11,55,43,42,82,30,57,36,10,79,7,0,61,99,24,41,53,35,63,43,16,4,66,0,54,64,51,50,67
2019-08-04,17,8,28,66,27,85,64,26,89,42,63,69,20,49,16,41,49,41,21,25,18,58,68,6,35,71,55,14,18,20,59,50,56,34,19,20,3,6,21,10,53,47,29,81,26,48,33,13,55,5,8,20,92,26,20,28,31,56,25,21,4,63,16,31,65,46,45,57
