date,applicant ,arrival,asylum ,benefit,border ,control ,business ,citizenship ,compensation ,consulate ,contract ,customs ,deportation ,diaspora ,discriminate ,earning ,economy ,embassy ,emigrant ,emigrate ,emigration ,employer ,employment ,foreigner,GDP,hiring ,illegal ,immigrant ,immigrate ,immigration ,income ,inflation ,internship ,job,labor,layoff,legalization ,migrant,migrate,migration ,minimum ,nationality ,naturalization ,passport,payroll,pension,quota,recession ,recruitment,refugee ,remuneration ,required documents ,salary,Schengen,smuggler ,smuggling,tax,tourist ,unauthorized ,undocumented ,unemployment ,union,unskilled,vacancy,visa,waiver,wage,welfare
2017-10-15,11,7,33,76,20,91,74,26,72,35,63,87,24,52,31,42,55,40,5,19,55,46,90,100,54,57,56,11,15,17,69,70,65,33,14,23,2,3,41,16,52,58,50,63,29,73,41,5,71,11,49,21,90,19,38,17,40,54,48,22,4,58,16,48,60,57,43,69
2017-10-22,16,8,38,80,21,85,76,26,61,41,62,71,26,18,19,55,59,38,5,38,63,51,73,56,63,46,54,14,4,18,69,64,61,35,12,23,2,4,58,13,50,50,39,60,33,52,41,6,59,11,30,21,89,11,19,28,39,67,30,25,4,57,16,40,55,62,39,62
2017-10-29,9,8,38,77,22,79,70,24,77,40,73,79,16,18,25,60,56,40,5,0,48,49,77,49,49,48,50,17,6,17,65,51,73,32,12,22,2,5,60,15,50,50,32,56,37,70,61,5,34,9,40,14,91,8,48,11,53,80,44,15,4,57,16,82,63,59,31,66
2017-11-05,17,7,22,78,19,92,72,23,90,39,61,77,26,30,31,47,55,35,5,13,16,48,74,30,44,49,46,20,9,18,64,65,64,34,13,22,5,8,45,13,53,39,50,65,31,49,56,4,63,10,39,27,86,22,48,11,46,63,70,16,4,60,16,63,67,58,43,69
2017-11-12,16,10,26,87,23,85,70,30,82,33,51,95,21,36,37,50,67,37,9,19,31,60,81,21,55,44,51,17,8,17,64,53,55,34,12,26,2,6,56,14,50,46,57,64,26,60,79,7,68,10,49,68,87,5,48,11,46,52,56,20,4,58,46,51,62,52,39,66
2017-11-19,19,8,18,62,28,79,54,17,38,31,53,67,21,27,7,21,39,32,3,0,17,38,54,14,44,40,40,10,7,12,52,63,47,25,9,18,4,4,38,8,43,51,23,63,20,42,41,3,20,8,22,8,69,21,11,18,35,42,38,11,3,54,17,36,57,62,35,57
2017-11-26,23,11,20,77,23,86,62,26,73,33,57,76,22,15,12,31,62,32,14,32,23,50,67,12,66,50,54,18,6,15,68,66,60,32,12,16,2,8,41,13,53,65,59,64,31,47,45,5,40,9,29,34,80,5,38,28,69,61,56,24,4,58,46,29,60,80,39,91
2017-12-03,24,7,22,91,24,87,63,25,82,29,54,69,24,31,25,47,54,48,7,26,24,61,63,14,52,42,54,15,9,18,67,81,60,32,13,19,2,3,62,10,52,42,41,64,28,53,68,7,35,11,30,28,83,17,38,28,65,54,13,13,4,60,0,55,64,46,39,58
2017-12-10,24,8,20,76,23,81,60,27,77,35,55,72,29,40,38,25,57,39,2,26,8,54,60,13,48,39,55,13,2,15,66,75,40,29,12,23,3,8,31,15,52,39,37,57,33,41,61,4,64,11,10,35,78,17,29,11,59,45,53,21,4,57,47,52,65,50,40,68
2017-12-17,16,9,24,70,25,80,59,22,58,41,55,63,16,44,21,21,51,42,3,0,35,44,58,18,37,36,41,10,12,14,73,56,57,27,10,10,2,3,24,10,53,37,35,63,34,63,50,7,41,5,44,30,77,12,11,31,100,66,68,15,4,59,17,33,61,38,40,56
2017-12-24,8,9,27,61,22,76,47,16,53,34,40,74,15,18,30,36,38,44,3,15,19,42,52,18,37,37,42,8,5,12,62,38,56,23,9,16,4,3,33,7,55,36,19,69,29,39,23,2,52,9,12,8,71,17,46,20,72,76,47,12,4,58,0,44,61,28,46,51
2017-12-31,19,9,14,59,22,74,60,26,69,31,52,65,14,34,14,24,33,38,11,0,0,55,59,13,30,56,48,9,5,17,63,39,78,30,10,20,12,4,42,6,90,48,15,85,31,53,46,2,39,8,44,23,85,3,11,0,55,64,14,5,5,57,17,61,70,40,87,73
2018-01-07,19,6,23,76,23,77,67,31,80,44,58,85,24,44,6,49,54,45,17,46,32,67,78,18,46,56,52,11,20,26,69,83,79,35,13,16,3,3,51,12,76,46,35,87,39,65,65,7,78,9,40,63,90,14,49,17,54,55,44,18,5,57,0,26,69,38,63,56
2018-01-14,18,7,28,72,26,84,70,29,78,37,52,72,26,47,13,32,60,43,10,40,49,65,84,15,54,60,55,15,11,26,82,55,77,35,13,20,3,5,49,14,67,46,47,87,31,60,51,5,52,11,20,35,88,26,69,40,61,66,50,21,5,59,0,42,66,48,57,82
2018-01-21,14,6,21,75,23,79,74,37,70,51,57,85,32,34,25,72,73,42,14,6,40,73,87,14,62,57,56,13,17,28,85,52,82,37,13,22,5,8,43,16,58,52,34,93,32,62,94,6,60,8,30,14,96,8,48,17,71,62,22,20,5,57,31,30,59,37,49,72
2018-01-28,22,7,19,77,24,84,70,39,91,37,58,65,21,34,18,77,67,45,12,13,31,82,63,11,52,56,61,19,17,31,98,53,79,36,12,18,2,7,60,15,61,44,41,82,38,69,64,3,57,11,59,21,94,19,0,28,91,69,43,20,5,100,16,33,60,34,51,85
2018-02-04,22,7,23,83,21,78,72,27,84,40,82,77,21,48,31,53,70,38,19,13,47,64,82,7,50,48,65,13,6,25,94,69,66,34,13,9,2,5,45,16,53,49,45,78,34,57,56,7,63,10,29,41,91,19,9,39,80,71,22,29,4,58,31,29,63,32,46,73
2018-02-11,24,7,26,66,21,91,68,28,77,31,52,67,24,31,31,49,66,45,2,13,48,52,70,8,65,49,61,16,26,28,81,87,81,30,13,26,2,8,47,16,52,52,51,87,26,59,61,8,39,10,40,55,79,22,48,17,76,64,48,13,4,58,16,26,59,32,39,62
2018-02-18,30,7,19,73,24,100,70,28,73,36,54,80,24,65,31,46,50,42,10,13,40,52,71,6,48,45,63,12,19,21,86,58,70,34,13,21,3,5,37,14,57,47,44,84,27,52,61,9,56,10,50,49,84,11,0,23,77,75,40,15,4,58,63,56,63,31,44,65
2018-02-25,21,6,25,79,22,97,76,33,94,40,55,80,25,45,61,38,72,41,7,0,31,61,78,6,47,52,61,13,17,26,89,74,77,41,12,16,3,10,48,14,56,51,40,83,31,61,63,6,58,11,29,34,99,22,28,16,71,68,73,29,4,61,15,43,66,35,41,79
2018-03-04,18,8,24,82,24,89,71,31,80,34,61,62,31,39,54,30,69,44,16,6,62,50,76,7,42,50,56,20,19,20,76,66,74,37,13,33,2,5,62,13,56,40,27,82,26,47,62,9,63,8,38,47,91,11,28,38,65,71,51,29,4,56,30,65,58,32,45,68
2018-03-11,39,8,21,81,24,91,72,27,69,37,63,87,23,58,24,43,58,48,9,12,83,46,71,7,55,47,57,19,14,21,79,73,64,33,12,27,3,9,40,13,59,52,52,86,27,61,72,5,53,11,19,33,90,13,46,27,64,64,38,25,5,56,15,56,58,34,41,66
2018-03-18,22,8,19,86,25,90,69,28,82,40,61,79,27,43,49,33,62,40,24,13,47,60,73,6,50,48,59,17,19,20,75,63,61,36,12,37,2,7,29,13,57,53,32,89,32,70,56,8,63,7,39,14,96,25,10,28,63,81,43,34,4,60,0,62,63,38,45,79
2018-03-25,26,7,23,78,25,87,68,30,83,40,54,68,15,32,33,33,52,52,20,14,58,53,72,7,48,51,59,11,18,17,72,84,64,31,12,29,3,5,42,14,51,43,17,92,31,71,40,7,37,5,10,36,92,26,30,30,65,70,60,20,4,59,0,51,62,28,40,53
2018-04-01,19,6,19,73,33,84,71,28,55,39,59,61,28,35,45,34,56,49,2,7,33,65,67,6,53,56,62,18,9,21,78,52,80,34,13,23,3,4,39,9,56,48,26,83,28,69,43,6,46,6,20,50,93,20,10,17,71,69,50,21,4,59,0,27,60,35,37,70
2018-04-08,33,7,24,65,26,82,77,26,91,50,61,72,23,28,56,35,65,48,29,13,79,64,89,5,64,53,54,11,6,17,90,63,77,34,13,34,3,9,45,9,57,47,28,83,29,52,64,6,41,6,60,34,87,22,29,45,89,81,79,24,4,59,16,59,63,32,45,75
2018-04-15,20,8,24,87,24,91,73,33,87,42,55,64,30,52,25,64,63,39,10,26,47,53,82,5,64,52,54,13,8,18,94,56,83,36,14,81,3,8,38,16,60,52,34,80,36,63,68,8,63,11,49,41,90,28,38,28,97,66,57,23,4,58,0,48,60,34,42,66
2018-04-22,23,7,29,81,25,83,69,22,71,44,56,79,22,36,30,61,64,43,9,13,69,49,74,5,59,51,60,15,2,20,67,79,52,35,13,25,3,6,49,11,57,58,36,76,25,58,85,8,64,11,29,20,90,24,37,11,42,65,68,19,5,58,15,32,59,33,40,60
2018-04-29,31,7,35,84,29,83,67,32,76,43,66,74,17,42,49,52,70,47,12,6,23,57,78,4,60,51,52,14,8,20,63,75,54,34,17,15,3,14,48,13,52,45,41,81,30,52,37,7,59,9,29,7,91,46,28,11,40,67,95,30,5,58,15,40,57,37,48,76
2018-05-06,18,5,23,78,25,83,68,25,86,35,60,87,19,12,42,57,73,49,16,13,23,53,81,4,64,55,56,12,6,20,62,71,61,33,15,22,2,2,64,13,52,51,52,73,24,62,33,5,55,8,39,27,96,24,19,55,36,70,60,28,5,59,0,36,57,38,43,73
2018-05-13,17,9,20,72,26,90,69,31,89,47,52,82,29,30,25,51,73,66,19,32,39,58,81,4,55,50,64,14,19,17,62,80,52,37,14,15,2,10,41,15,53,49,29,75,26,42,49,9,48,9,20,27,93,33,19,22,34,80,61,35,4,58,31,40,59,44,43,61
2018-05-20,36,7,28,65,26,90,68,28,79,43,55,76,18,43,13,44,72,56,22,32,8,52,75,6,64,62,54,16,11,18,56,51,54,39,17,16,1,8,48,10,56,45,23,74,29,56,72,10,54,9,30,42,94,20,0,28,34,76,26,21,4,60,31,45,64,46,45,60
2018-05-27,14,7,25,74,27,87,64,27,62,37,60,82,21,22,25,27,61,41,15,13,8,46,78,6,47,54,55,24,15,17,58,62,51,36,14,15,3,10,39,11,59,48,40,76,25,60,46,8,44,11,30,42,89,17,20,23,31,74,54,17,4,60,16,75,64,36,49,56
2018-06-03,17,5,26,76,23,89,64,30,79,41,63,68,21,40,25,38,63,44,14,6,48,57,74,4,50,66,59,18,4,18,52,47,55,37,14,14,4,7,53,10,69,49,28,80,31,60,42,7,47,8,10,34,92,22,38,34,35,64,44,19,4,61,16,33,64,43,50,66
2018-06-10,22,7,43,68,25,88,68,28,73,40,61,70,19,46,12,35,50,43,24,6,24,54,72,6,52,63,63,26,11,21,60,55,45,37,14,30,3,15,31,9,64,48,39,84,25,38,34,6,64,9,10,42,96,36,29,45,36,72,40,21,4,57,31,56,70,34,52,65
2018-06-17,16,6,100,66,63,87,65,27,78,43,61,87,50,22,19,27,50,48,7,33,16,53,79,3,39,69,97,100,20,62,50,41,47,34,12,21,5,39,35,12,65,50,50,87,28,56,39,7,69,24,31,35,84,37,20,12,33,73,63,32,4,58,0,53,66,44,55,69
2018-06-24,20,7,41,70,32,89,67,21,73,45,58,75,25,29,32,25,48,56,17,27,33,44,67,4,28,70,77,35,27,33,57,47,46,38,14,18,2,13,45,10,66,57,36,77,35,72,63,9,45,13,31,57,94,20,40,18,35,68,36,14,4,60,33,85,63,35,55,55
2018-07-01,19,8,38,55,27,85,59,32,65,49,100,68,9,30,7,27,45,50,13,7,17,38,63,6,54,60,97,30,11,22,55,48,33,33,14,12,3,10,25,11,77,48,37,74,31,45,32,7,42,8,43,59,86,36,21,30,31,74,75,8,4,59,0,32,64,40,68,67
2018-07-08,22,6,28,76,27,93,67,29,76,41,64,59,24,9,31,40,46,46,19,6,8,53,80,5,63,66,63,18,15,20,63,53,45,35,16,17,2,9,20,9,65,45,46,74,28,58,38,7,43,8,20,49,100,22,10,11,34,76,57,16,4,58,0,37,60,42,57,66
2018-07-15,20,8,27,66,23,89,67,29,79,39,68,92,17,22,26,31,51,51,20,13,25,55,70,5,45,60,60,16,11,19,58,46,42,37,16,26,1,5,34,9,64,46,29,71,32,49,12,8,52,8,31,64,92,20,30,23,32,95,36,18,5,59,16,42,63,44,58,61
2018-07-22,23,8,25,72,25,84,65,26,81,47,72,60,12,16,13,82,53,59,22,13,8,56,72,7,90,66,55,12,9,17,64,58,54,37,17,21,2,3,53,11,61,53,36,72,29,60,31,9,52,6,31,29,96,17,20,18,35,90,46,13,3,59,0,50,66,53,52,75
2018-07-29,28,7,25,68,22,86,74,31,83,39,64,73,22,25,26,49,52,47,20,7,25,60,76,10,71,71,63,13,11,17,61,70,42,36,18,26,2,6,26,8,61,48,33,78,28,46,63,5,62,8,31,100,96,11,40,12,36,94,36,22,5,63,0,38,65,45,53,61
2018-08-05,21,7,28,73,22,84,67,34,66,50,59,74,18,22,13,50,48,51,5,13,24,59,80,5,31,59,56,12,9,19,59,49,46,37,20,12,1,2,26,9,59,42,38,92,27,57,31,7,82,5,10,71,95,40,49,46,34,82,49,16,4,60,0,42,70,44,49,68
2018-08-12,25,9,27,59,23,85,69,32,79,38,62,72,7,26,26,36,59,44,10,7,17,49,82,5,44,63,52,11,9,17,57,49,60,36,25,13,2,4,49,10,54,44,46,73,29,68,59,9,60,7,73,51,93,29,50,29,32,71,37,4,4,61,0,35,63,48,47,78
2018-08-19,23,6,25,70,22,85,71,28,76,40,63,66,17,22,26,34,63,42,22,0,17,52,82,5,35,60,66,15,2,17,61,56,67,39,35,22,2,9,49,11,62,48,36,71,25,62,32,5,76,6,31,36,93,26,20,18,36,66,27,25,4,57,0,54,63,51,48,63
2018-08-26,16,8,25,64,24,84,65,28,73,35,78,80,26,19,31,51,76,42,7,13,32,57,78,4,50,58,56,16,15,15,63,60,64,34,65,13,3,4,46,10,53,54,28,68,27,77,57,8,61,9,20,35,96,22,29,23,33,73,35,13,4,57,47,52,60,41,47,75
2018-09-02,26,8,23,65,24,78,63,28,73,30,73,75,18,28,13,42,68,44,100,0,8,46,69,4,41,54,56,13,7,15,63,68,47,32,86,14,2,9,50,14,56,54,42,67,25,46,42,9,57,7,40,28,86,40,0,11,32,73,40,17,4,61,16,34,58,63,45,69
2018-09-09,19,7,26,81,23,85,71,27,72,35,70,83,16,33,18,32,79,35,16,32,31,61,74,6,64,63,44,13,21,17,65,63,52,35,13,14,3,9,32,17,56,52,47,73,25,57,33,9,38,9,68,61,88,14,9,22,35,57,52,18,4,56,31,40,58,91,41,68
2018-09-16,17,6,26,82,25,81,75,26,80,36,68,87,16,28,44,32,73,37,19,26,16,55,76,5,38,66,50,18,15,17,69,52,56,36,14,10,3,5,53,12,58,49,35,65,27,56,38,8,58,11,50,62,94,11,77,40,34,78,26,8,4,54,0,37,59,67,45,59
2018-09-23,19,5,35,72,23,82,72,31,95,37,72,86,13,37,12,30,66,40,14,19,32,51,83,5,40,57,59,14,13,17,63,59,59,35,13,19,3,7,42,11,60,52,37,63,28,48,53,6,73,9,20,41,94,11,10,17,36,71,35,8,4,58,16,26,58,60,46,64
2018-09-30,16,5,25,75,22,82,69,29,80,37,63,82,13,49,25,33,58,37,14,26,0,53,75,3,45,54,54,13,13,17,66,82,61,34,13,19,2,5,67,15,62,43,32,63,31,63,30,6,54,10,20,41,91,25,19,39,39,56,31,12,5,59,16,29,66,59,55,64
2018-10-07,22,6,32,78,22,87,71,30,83,36,57,66,21,31,19,35,65,40,10,33,48,46,73,5,67,56,59,18,20,17,65,83,68,32,14,22,3,12,41,16,58,56,44,63,30,54,58,10,49,12,40,28,94,34,10,6,39,70,54,15,4,58,0,49,64,54,47,63
2018-10-14,14,5,30,73,28,83,68,30,85,38,69,66,13,34,19,43,65,47,7,13,72,56,82,5,54,62,56,17,11,20,68,75,59,35,12,16,8,22,44,16,53,56,32,65,28,53,61,8,58,12,100,56,90,25,19,45,40,67,40,11,4,54,16,48,56,63,42,72
2018-10-21,20,6,47,76,35,82,65,27,81,44,67,75,16,24,68,53,69,33,10,19,16,42,69,6,63,63,60,27,11,24,63,57,57,32,12,24,3,84,51,17,54,83,46,60,28,53,45,10,63,13,40,21,94,11,0,6,36,76,39,19,4,52,62,44,55,48,41,66
2018-10-28,16,6,60,72,33,86,70,100,68,35,74,87,10,51,45,59,57,40,10,13,33,54,71,5,58,54,67,20,13,23,62,70,56,33,13,14,3,49,43,15,62,47,36,60,29,65,55,7,52,11,62,21,84,29,10,6,38,71,59,14,5,57,48,58,58,56,49,77
2018-11-04,32,6,43,91,31,98,65,33,72,35,61,64,22,33,54,44,66,39,5,12,46,53,75,6,57,57,69,23,6,21,66,48,65,34,13,22,7,44,53,13,60,48,35,60,25,54,36,7,54,16,77,67,88,21,46,38,41,70,34,20,4,60,15,36,61,48,43,69
2018-11-11,24,7,41,72,36,83,64,27,73,38,54,56,15,19,25,28,59,41,7,0,40,54,62,4,54,55,55,21,6,19,57,73,50,30,11,11,2,47,48,13,56,37,37,62,24,57,57,9,54,10,20,49,84,20,39,23,36,59,40,17,4,59,47,33,60,57,43,58
2018-11-18,17,7,43,56,51,77,53,22,53,35,53,63,19,39,0,30,40,32,20,21,25,39,46,5,36,44,50,15,5,15,48,50,38,23,9,12,3,54,29,8,48,46,32,53,24,37,40,6,34,10,21,7,71,21,0,24,30,55,14,14,3,52,0,39,52,40,39,38
2018-11-25,32,7,72,82,100,84,65,27,74,34,63,85,25,45,30,29,71,37,9,19,54,51,62,6,57,53,52,19,19,22,67,82,66,31,12,23,3,100,51,15,61,43,38,69,29,54,63,9,56,15,39,7,89,14,47,44,37,61,43,24,5,58,15,32,60,50,46,71
2018-12-02,27,8,37,92,35,85,70,27,73,37,56,65,5,28,50,36,74,34,10,19,72,53,69,2,56,53,52,15,15,20,70,83,57,31,12,17,5,46,38,15,62,47,44,64,30,70,65,14,51,10,30,55,85,17,0,51,42,59,44,16,5,59,47,41,54,50,49,79
2018-12-09,26,6,35,78,33,81,67,23,69,36,55,68,38,34,44,30,71,37,12,20,48,54,64,6,56,52,55,20,11,21,62,64,48,31,13,23,4,37,63,17,61,47,44,63,30,45,50,14,49,14,40,49,85,17,10,6,45,69,85,25,5,59,16,34,60,51,48,64
2018-12-16,13,7,29,73,55,81,61,24,75,37,51,67,27,45,6,41,62,30,5,13,41,47,57,3,52,50,59,14,13,17,56,61,51,28,12,15,3,21,36,13,55,40,50,67,31,60,43,17,33,10,10,7,80,9,20,41,38,58,55,5,4,56,33,62,62,41,46,60
2018-12-23,13,8,27,61,47,72,46,18,43,33,44,60,6,33,22,26,37,39,20,8,19,39,43,6,31,45,57,11,15,10,48,46,41,22,8,11,2,12,34,7,61,46,24,66,19,36,31,14,42,6,0,33,68,7,11,13,34,76,26,6,4,56,19,57,60,23,48,59
2018-12-30,7,7,30,65,43,81,59,29,59,35,52,59,5,37,27,26,36,41,11,21,0,51,64,4,39,58,60,15,9,14,64,60,52,28,9,12,1,9,36,6,98,55,28,84,31,34,42,11,43,6,33,38,82,15,32,25,43,73,43,16,5,59,34,69,59,33,100,68
2019-01-06,22,8,28,81,62,78,72,29,71,43,60,75,17,60,12,37,59,38,12,13,23,50,82,4,46,72,75,16,17,22,71,70,64,35,12,24,3,13,59,13,86,55,31,92,34,65,63,6,66,11,0,40,95,16,9,50,52,56,60,27,5,56,15,43,68,38,68,64
2019-01-13,23,5,24,91,38,78,68,30,86,26,56,78,8,39,18,60,66,39,14,25,31,72,81,4,47,59,69,11,4,19,80,58,68,35,12,30,3,12,55,13,75,32,29,90,34,62,51,9,49,9,29,81,98,19,47,27,54,53,68,12,6,55,15,50,62,41,62,70
2019-01-20,21,6,29,75,37,82,72,27,83,32,59,98,11,56,25,64,69,44,12,13,24,64,80,4,53,67,64,14,7,20,81,47,66,33,12,27,4,14,48,14,69,53,42,80,33,53,46,11,66,8,30,70,100,22,19,23,64,66,40,18,6,59,16,45,58,40,51,80
2019-01-27,29,7,41,85,31,85,74,21,77,45,68,76,11,51,42,63,71,41,9,31,54,77,75,4,58,63,61,17,8,17,94,70,65,34,14,27,1,12,35,15,68,45,20,79,37,60,40,9,67,8,0,74,97,19,0,38,85,47,47,15,5,62,61,50,58,34,54,71
2019-02-03,26,7,28,88,31,80,75,31,72,34,69,73,16,27,12,59,76,35,18,12,31,68,73,5,50,57,61,13,4,17,92,59,65,36,13,21,2,14,58,15,60,54,24,77,32,69,69,8,59,11,38,47,94,27,56,33,84,60,38,23,5,93,15,32,54,36,47,67
2019-02-10,24,6,23,83,36,81,72,29,69,39,56,73,14,50,12,47,66,40,9,19,53,63,75,4,45,55,56,12,12,20,84,75,67,33,12,30,1,8,42,12,60,52,31,81,29,71,55,9,54,9,19,53,90,11,28,32,82,60,59,22,5,57,0,32,62,33,48,68
2019-02-17,19,7,31,92,30,82,74,28,72,26,68,67,32,30,55,41,62,41,5,19,39,59,66,6,48,60,57,15,4,18,87,67,88,36,12,15,3,13,31,11,58,50,43,83,37,73,52,8,43,8,30,68,90,30,10,28,84,68,70,13,5,61,31,33,57,29,42,65
2019-02-24,39,6,22,84,28,86,74,25,76,41,72,76,11,47,41,39,70,36,7,18,45,65,70,6,63,66,60,13,12,16,87,68,66,36,13,24,4,8,69,14,64,47,20,84,29,51,76,9,59,10,57,53,87,34,27,21,72,67,50,21,5,60,45,32,60,35,48,84
2019-03-03,36,6,23,79,29,87,75,28,85,39,55,64,16,30,36,38,79,44,12,31,23,48,75,3,61,51,54,13,8,17,86,69,68,34,12,21,3,9,60,21,58,46,49,92,26,64,55,11,65,9,0,67,87,35,19,54,65,77,63,16,4,58,15,50,60,22,49,72
2019-03-10,34,6,23,90,27,80,73,28,79,30,79,83,17,82,49,40,69,45,9,13,31,62,71,2,47,56,67,13,8,19,82,67,58,33,14,19,5,13,100,100,62,47,25,82,25,60,45,8,55,9,49,54,89,25,19,33,67,75,34,24,4,56,31,18,62,32,50,68
2019-03-17,55,5,25,74,26,82,73,29,75,45,77,75,16,40,38,43,61,39,7,13,16,57,88,4,55,59,62,10,6,20,82,85,61,34,13,28,1,6,49,24,58,49,44,92,29,55,46,14,56,11,30,62,93,20,48,45,62,71,31,11,5,57,47,52,58,31,51,56
2019-03-24,43,7,22,64,31,80,71,29,75,39,60,74,13,38,19,24,66,44,15,13,24,62,77,4,52,59,58,14,17,15,74,72,75,32,13,16,2,10,46,16,61,49,26,89,35,49,39,12,57,8,41,49,91,17,20,17,68,88,58,16,4,59,32,53,55,37,43,62
2019-03-31,31,5,28,84,46,82,74,27,72,39,59,64,8,51,39,44,58,45,12,13,25,64,77,5,47,60,57,13,13,16,85,70,75,33,12,18,3,12,45,17,58,58,40,82,31,68,43,15,56,7,10,21,85,12,60,23,82,90,36,23,4,60,32,35,55,38,43,69
2019-04-07,40,4,38,76,33,82,73,29,73,45,63,70,13,44,25,52,66,44,10,7,41,63,86,6,51,58,62,10,20,18,100,63,71,34,13,17,3,13,48,13,61,66,38,81,27,53,78,10,50,11,31,50,90,28,20,17,96,62,58,15,4,59,48,34,61,42,54,62
2019-04-14,28,5,27,70,29,83,71,25,58,47,65,82,15,35,39,46,61,39,10,7,8,54,78,2,50,56,56,14,9,20,83,61,59,32,12,17,3,9,34,11,55,57,36,86,30,57,35,9,46,9,31,57,85,32,30,41,84,66,59,18,4,57,49,42,53,39,45,49
2019-04-21,34,6,30,75,28,87,67,26,77,41,67,79,17,28,26,62,67,44,15,7,33,51,72,5,68,64,56,11,11,19,71,74,61,34,12,17,4,8,34,13,56,41,45,86,26,59,58,10,35,9,41,50,94,23,20,41,43,65,63,14,4,56,16,31,57,42,46,63
2019-04-28,19,7,26,85,29,86,67,26,77,34,68,72,22,31,62,68,83,38,10,26,40,65,66,4,59,66,80,14,13,18,68,84,52,35,15,12,2,7,51,13,50,58,39,81,26,64,23,11,54,7,30,48,92,22,29,17,40,74,35,27,5,59,0,41,56,46,46,54
2019-05-05,17,5,21,83,28,81,71,28,79,40,63,71,18,37,37,49,71,38,7,6,24,56,74,7,60,65,63,14,15,18,67,59,55,34,13,11,4,7,44,12,65,49,30,89,27,47,49,11,50,9,40,48,95,44,19,11,38,69,31,21,5,61,31,48,60,34,47,71
2019-05-12,28,7,26,82,30,86,69,24,72,31,58,68,23,46,12,33,74,48,10,13,40,65,74,5,61,63,74,12,13,24,61,78,59,38,15,10,5,10,53,13,60,43,25,82,31,58,30,9,58,8,80,49,99,17,48,34,36,68,62,29,4,56,16,41,62,38,46,56
2019-05-19,22,10,26,66,29,84,69,26,79,41,66,72,16,25,25,43,76,47,12,13,32,45,69,3,52,74,69,14,13,18,60,67,59,36,13,23,4,7,31,14,61,44,23,89,28,50,61,7,41,7,10,55,99,28,48,62,34,77,83,21,4,57,0,33,63,38,49,55
2019-05-26,21,7,28,65,29,81,63,26,77,36,56,56,8,41,45,27,65,37,12,20,24,48,68,5,50,67,58,11,7,14,55,63,51,36,12,12,2,8,45,8,58,41,33,78,25,47,70,9,38,8,30,64,90,34,0,35,33,92,72,23,4,65,0,80,59,37,48,57
2019-06-02,36,7,32,79,33,83,69,26,76,45,61,80,10,40,12,32,61,56,17,0,24,57,74,4,43,69,59,10,4,16,54,69,53,34,12,19,2,12,44,11,67,53,30,95,32,52,49,9,54,6,20,76,94,28,19,28,35,88,18,18,5,61,16,52,61,34,48,72
2019-06-09,13,7,23,62,28,82,65,21,80,40,68,76,13,25,13,27,49,51,10,13,24,63,71,9,48,78,57,13,9,16,59,44,51,34,12,11,2,9,42,10,61,49,12,79,24,49,46,8,49,7,10,49,92,28,19,40,34,64,31,17,4,58,31,19,66,38,54,74
2019-06-16,24,7,21,66,26,79,69,29,76,35,69,78,47,29,13,39,45,53,20,0,0,59,73,4,43,78,67,15,9,27,57,58,47,37,13,9,1,9,39,9,65,47,38,90,29,55,35,7,48,11,61,43,92,32,30,23,36,71,86,19,4,58,0,53,60,41,54,46
2019-06-23,18,9,34,61,38,82,71,35,96,41,64,74,28,32,19,21,57,47,27,20,41,62,87,5,32,73,83,22,7,35,62,55,44,36,14,17,2,34,43,11,60,57,41,92,27,59,39,8,47,7,41,79,97,26,40,18,38,78,50,28,5,61,0,73,59,42,50,52
2019-06-30,14,6,25,52,36,78,57,33,65,37,96,75,12,16,20,34,50,47,28,0,34,42,63,6,41,64,92,17,0,20,50,64,40,29,15,7,2,20,27,7,71,41,42,83,31,50,12,9,62,5,53,30,84,33,21,24,34,100,38,17,4,59,17,28,54,26,61,60
2019-07-07,32,7,32,60,31,86,69,39,66,45,85,84,33,47,13,40,55,48,29,13,32,59,76,3,39,66,65,19,7,23,60,58,44,37,17,4,1,14,35,10,68,56,35,88,31,62,50,11,63,5,40,49,93,20,0,40,34,74,49,24,5,61,0,34,67,46,63,71
2019-07-14,23,8,46,64,30,83,67,34,78,42,63,78,35,19,13,54,52,51,25,7,25,58,65,6,41,68,68,17,18,28,67,50,42,35,16,16,2,12,32,9,68,50,41,77,27,52,51,11,62,8,0,50,91,23,100,35,32,53,50,31,5,63,0,19,60,39,62,61
2019-07-21,12,7,35,61,29,79,68,28,84,40,66,63,12,32,32,49,49,44,33,0,8,55,74,6,54,69,58,11,7,17,65,62,42,33,16,24,5,9,32,8,68,50,19,75,27,46,16,9,68,9,52,36,89,44,10,100,32,66,37,21,5,58,0,46,60,37,62,61
2019-07-28,23,6,34,62,27,85,66,22,62,39,72,64,12,16,20,64,56,45,23,14,25,41,71,4,34,69,58,11,5,16,62,57,49,33,19,13,1,6,46,8,58,49,41,83,31,54,44,10,85,5,42,37,96,15,10,90,36,65,51,15,4,63,0,28,59,45,45,68
2019-08-04,18,7,29,71,25,88,67,30,70,39,64,66,19,26,13,36,48,41,33,7,0,48,82,6,38,75,58,16,5,17,56,48,56,33,20,17,2,4,46,10,52,40,19,84,25,48,36,10,71,9,0,15,97,32,0,30,32,63,32,22,4,62,0,39,62,43,47,64
