"","Country","Indicator","Year","Value"
"1133","TJK","IT.MLT.MAIN.P2","X2012",4.990580755
"1134","TJK","IT.NET.BBND","X2012",5400
"1135","TJK","IT.NET.BBND.P2","X2012",0.068572865
"1136","TJK","IT.NET.SECR","X2012",9
"1137","TJK","IT.NET.SECR.P6","X2012",1.142880654
"1138","TJK","IT.NET.USER.ZS","X2012",14.51
"1139","TJK","LP.LPI.INFR.XQ","X2012",2.03
"1140","TJK","NY.GDP.MKTP.KD","X2012",6514177283
"1141","TJK","SL.UEM.TOTL.ZS","X2012",9.5
"1142","TJK","SP.POP.TOTL","X2012",7874838
"1143","TJK","TM.VAL.ICTG.ZS.UN","X2012",NA
"1144","TJK","TX.VAL.ICTG.ZS.UN","X2012",NA
"1145","UKR","BX.GSR.CCIS.CD","X2012",1.321e+09
"1146","UKR","BX.GSR.CCIS.ZS","X2012",5.980352212
"1147","UKR","BX.TRF.PWKR.CD.DT","X2012",8.449e+09
"1148","UKR","EG.ELC.COAL.ZS","X2012",40.54082667
"1149","UKR","EG.ELC.HYRO.ZS","X2012",5.282739221
"1150","UKR","EG.ELC.LOSS.ZS","X2012",10.79888891
"1151","UKR","EG.ELC.NGAS.ZS","X2012",8.085681301
"1152","UKR","EG.ELC.NUCL.ZS","X2012",45.44042992
"1153","UKR","EG.ELC.PETR.ZS","X2012",0.269707556
"1154","UKR","EG.USE.ELEC.KH.PC","X2012",3640.553483
"1155","UKR","ER.H2O.FWAG.ZS","X2012",31.89320758
"1156","UKR","ER.H2O.FWDM.ZS","X2012",22.26363429
"1157","UKR","ER.H2O.FWIN.ZS","X2012",45.84315813
"1158","UKR","ER.H2O.FWTL.K3","X2012",12.8745
"1159","UKR","ER.H2O.FWTL.ZS","X2012",23.36569873
"1160","UKR","ER.H2O.INTR.K3","X2012",55.1
"1161","UKR","ER.H2O.INTR.PC","X2012",1208.509786
"1162","UKR","IE.PPI.ENGY.CD","X2012",1182500000
"1163","UKR","IE.PPI.ICTI.CD","X2012",NA
"1164","UKR","IE.PPI.TRAN.CD","X2012",NA
"1165","UKR","IE.PPI.WATR.CD","X2012",NA
"1166","UKR","IE.PPN.ENGY.CD","X2012",940200000
"1167","UKR","IE.PPN.TRAN.CD","X2012",NA
"1168","UKR","IE.PPN.WATR.CD","X2012",NA
"1169","UKR","IP.IDS.NRCT","X2012",3377
"1170","UKR","IP.IDS.RSCT","X2012",3480
"1171","UKR","IP.TMK.NRCT","X2012",31693
"1172","UKR","IP.TMK.RSCT","X2012",30406
"1173","UKR","IQ.SPI.PIL5","X2012",NA
"1174","UKR","IS.AIR.DPRT","X2012",73378.94262
"1175","UKR","IS.AIR.GOOD.MT.K1","X2012",75.78393774
"1176","UKR","IS.AIR.PSGR","X2012",5828107.612
"1177","UKR","IS.RRS.GOOD.MT.K6","X2012",237722
"1178","UKR","IS.RRS.PASG.KM","X2012",49329
"1179","UKR","IS.RRS.TOTL.KM","X2012",21642.5
"1180","UKR","IS.SHP.GCNW.XQ","X2012",21.90358974
"1181","UKR","IS.SHP.GOOD.TU","X2012",756000
"1182","UKR","IT.CEL.SETS","X2012",59343693
"1183","UKR","IT.CEL.SETS.P2","X2012",130.8590206
"1184","UKR","IT.MLT.MAIN","X2012",12182142
"1185","UKR","IT.MLT.MAIN.P2","X2012",26.86289124
"1186","UKR","IT.NET.BBND","X2012",3644976
"1187","UKR","IT.NET.BBND.P2","X2012",8.037551512
"1188","UKR","IT.NET.SECR","X2012",1866
"1189","UKR","IT.NET.SECR.P6","X2012",40.92702834
"1190","UKR","IT.NET.USER.ZS","X2012",35.27
"1191","UKR","LP.LPI.INFR.XQ","X2012",2.69
"1192","UKR","NY.GDP.MKTP.KD","X2012",1.43789e+11
"1193","UKR","SL.UEM.TOTL.ZS","X2012",7.53
"1194","UKR","SP.POP.TOTL","X2012",45593342
"1195","UKR","TM.VAL.ICTG.ZS.UN","X2012",3.770584827
"1196","UKR","TX.VAL.ICTG.ZS.UN","X2012",1.096246542
"1197","USA","BX.GSR.CCIS.CD","X2012",3.2511e+10
"1198","USA","BX.GSR.CCIS.ZS","X2012",4.747365009
"1199","USA","BX.TRF.PWKR.CD.DT","X2012",6.303e+09
"1200","USA","EG.ELC.COAL.ZS","X2012",38.47985569
"1201","USA","EG.ELC.HYRO.ZS","X2012",6.521155808
"1202","USA","EG.ELC.LOSS.ZS","X2012",6.292678518
"1203","USA","EG.ELC.NGAS.ZS","X2012",29.60867118
"1204","USA","EG.ELC.NUCL.ZS","X2012",18.75791991
"1205","USA","EG.ELC.PETR.ZS","X2012",0.774312765
"1206","USA","EG.USE.ELEC.KH.PC","X2012",12964.18794
"1207","USA","ER.H2O.FWAG.ZS","X2012",37.42298591
"1208","USA","ER.H2O.FWDM.ZS","X2012",12.92131238
"1209","USA","ER.H2O.FWIN.ZS","X2012",49.65570171
"1210","USA","ER.H2O.FWTL.K3","X2012",429.0384447
"1211","USA","ER.H2O.FWTL.ZS","X2012",15.22492707
"1212","USA","ER.H2O.INTR.K3","X2012",2818
"1213","USA","ER.H2O.INTR.PC","X2012",8978.020233
"1214","USA","IE.PPI.ENGY.CD","X2012",NA
"1215","USA","IE.PPI.ICTI.CD","X2012",NA
"1216","USA","IE.PPI.TRAN.CD","X2012",NA
"1217","USA","IE.PPI.WATR.CD","X2012",NA
"1218","USA","IE.PPN.ENGY.CD","X2012",NA
"1219","USA","IE.PPN.TRAN.CD","X2012",NA
"1220","USA","IE.PPN.WATR.CD","X2012",NA
"1221","USA","IP.IDS.NRCT","X2012",13987
"1222","USA","IP.IDS.RSCT","X2012",18812
"1223","USA","IP.TMK.NRCT","X2012",96816
"1224","USA","IP.TMK.RSCT","X2012",330032
"1225","USA","IQ.SPI.PIL5","X2012",NA
"1226","USA","IS.AIR.DPRT","X2012",9864360
"1227","USA","IS.AIR.GOOD.MT.K1","X2012",39111.34038
"1228","USA","IS.AIR.PSGR","X2012",736699000
"1229","USA","IS.RRS.GOOD.MT.K6","X2012",2500300
"1230","USA","IS.RRS.PASG.KM","X2012",34125.70066
"1231","USA","IS.RRS.TOTL.KM","X2012",153516.6
"1232","USA","IS.SHP.GCNW.XQ","X2012",84.15678889
"1233","USA","IS.SHP.GOOD.TU","X2012",43538250
"1234","USA","IT.CEL.SETS","X2012",304838000
"1235","USA","IT.CEL.SETS.P2","X2012",97.06859919
"1236","USA","IT.MLT.MAIN","X2012",138595000
"1237","USA","IT.MLT.MAIN.P2","X2012",44.13236704
"1238","USA","IT.NET.BBND","X2012",92514000
"1239","USA","IT.NET.BBND.P2","X2012",29.45894011
"1240","USA","IT.NET.SECR","X2012",1205823
"1241","USA","IT.NET.SECR.P6","X2012",3841.697406
"1242","USA","IT.NET.USER.ZS","X2012",74.7
"1243","USA","LP.LPI.INFR.XQ","X2012",4.14
"1244","USA","NY.GDP.MKTP.KD","X2012",1.5567e+13
"1245","USA","SL.UEM.TOTL.ZS","X2012",8.07
"1246","USA","SP.POP.TOTL","X2012",313877662
"1247","USA","TM.VAL.ICTG.ZS.UN","X2012",12.81327979
"1248","USA","TX.VAL.ICTG.ZS.UN","X2012",9.031576768
"1249","AZE","BX.GSR.CCIS.CD","X2013",113861000
"1250","AZE","BX.GSR.CCIS.ZS","X2013",2.756308941
"1251","AZE","BX.TRF.PWKR.CD.DT","X2013",1733168000
"1252","AZE","EG.ELC.COAL.ZS","X2013",0
"1253","AZE","EG.ELC.HYRO.ZS","X2013",6.375781451
"1254","AZE","EG.ELC.LOSS.ZS","X2013",14.04898518
"1255","AZE","EG.ELC.NGAS.ZS","X2013",92.9648026
"1256","AZE","EG.ELC.NUCL.ZS","X2013",0
"1257","AZE","EG.ELC.PETR.ZS","X2013",0.077074591
"1258","AZE","EG.USE.ELEC.KH.PC","X2013",2092.536521
"1259","AZE","ER.H2O.FWAG.ZS","X2013",NA
"1260","AZE","ER.H2O.FWDM.ZS","X2013",NA
"1261","AZE","ER.H2O.FWIN.ZS","X2013",NA
"1262","AZE","ER.H2O.FWTL.K3","X2013",NA
"1263","AZE","ER.H2O.FWTL.ZS","X2013",NA
"1264","AZE","ER.H2O.INTR.K3","X2013",NA
"1265","AZE","ER.H2O.INTR.PC","X2013",NA
"1266","AZE","IE.PPI.ENGY.CD","X2013",NA
"1267","AZE","IE.PPI.ICTI.CD","X2013",NA
"1268","AZE","IE.PPI.TRAN.CD","X2013",NA
"1269","AZE","IE.PPI.WATR.CD","X2013",NA
"1270","AZE","IE.PPN.ENGY.CD","X2013",NA
"1271","AZE","IE.PPN.TRAN.CD","X2013",NA
"1272","AZE","IE.PPN.WATR.CD","X2013",NA
"1273","AZE","IP.IDS.NRCT","X2013",925
"1274","AZE","IP.IDS.RSCT","X2013",54
"1275","AZE","IP.TMK.NRCT","X2013",10503
"1276","AZE","IP.TMK.RSCT","X2013",3556
"1277","AZE","IQ.SPI.PIL5","X2013",NA
"1278","AZE","IS.AIR.DPRT","X2013",15886
"1279","AZE","IS.AIR.GOOD.MT.K1","X2013",17.9216
"1280","AZE","IS.AIR.PSGR","X2013",1651710
"1281","AZE","IS.RRS.GOOD.MT.K6","X2013",7958
"1282","AZE","IS.RRS.PASG.KM","X2013",609
"1283","AZE","IS.RRS.TOTL.KM","X2013",2068.1
"1284","AZE","IS.SHP.GCNW.XQ","X2013",NA
"1285","AZE","IS.SHP.GOOD.TU","X2013",NA
"1286","AZE","IT.CEL.SETS","X2013",10130102
"1287","AZE","IT.CEL.SETS.P2","X2013",107.9339038
"1288","AZE","IT.MLT.MAIN","X2013",1757855
"1289","AZE","IT.MLT.MAIN.P2","X2013",18.72954018
"1290","AZE","IT.NET.BBND","X2013",1712177
"1291","AZE","IT.NET.BBND.P2","X2013",18.24285161
"1292","AZE","IT.NET.SECR","X2013",158
"1293","AZE","IT.NET.SECR.P6","X2013",16.77852171
"1294","AZE","IT.NET.USER.ZS","X2013",73.00000137
"1295","AZE","LP.LPI.INFR.XQ","X2013",NA
"1296","AZE","NY.GDP.MKTP.KD","X2013",56334372810
"1297","AZE","SL.UEM.TOTL.ZS","X2013",4.97
"1298","AZE","SP.POP.TOTL","X2013",9416801
"1299","AZE","TM.VAL.ICTG.ZS.UN","X2013",2.41319662
"1300","AZE","TX.VAL.ICTG.ZS.UN","X2013",0.038362348
"1301","DEU","BX.GSR.CCIS.CD","X2013",27281681763
"1302","DEU","BX.GSR.CCIS.ZS","X2013",9.855897016
"1303","DEU","BX.TRF.PWKR.CD.DT","X2013",16395715917
"1304","DEU","EG.ELC.COAL.ZS","X2013",47.24122949
"1305","DEU","EG.ELC.HYRO.ZS","X2013",3.633491062
"1306","DEU","EG.ELC.LOSS.ZS","X2013",3.866686679
"1307","DEU","EG.ELC.NGAS.ZS","X2013",10.85986934
"1308","DEU","EG.ELC.NUCL.ZS","X2013",15.3710038
"1309","DEU","EG.ELC.PETR.ZS","X2013",1.137223613
"1310","DEU","EG.USE.ELEC.KH.PC","X2013",7217.529089
"1311","DEU","ER.H2O.FWAG.ZS","X2013",NA
"1312","DEU","ER.H2O.FWDM.ZS","X2013",NA
"1313","DEU","ER.H2O.FWIN.ZS","X2013",NA
"1314","DEU","ER.H2O.FWTL.K3","X2013",NA
"1315","DEU","ER.H2O.FWTL.ZS","X2013",NA
"1316","DEU","ER.H2O.INTR.K3","X2013",NA
"1317","DEU","ER.H2O.INTR.PC","X2013",NA
"1318","DEU","IE.PPI.ENGY.CD","X2013",NA
"1319","DEU","IE.PPI.ICTI.CD","X2013",NA
"1320","DEU","IE.PPI.TRAN.CD","X2013",NA
"1321","DEU","IE.PPI.WATR.CD","X2013",NA
"1322","DEU","IE.PPN.ENGY.CD","X2013",NA
"1323","DEU","IE.PPN.TRAN.CD","X2013",NA
"1324","DEU","IE.PPN.WATR.CD","X2013",NA
"1325","DEU","IP.IDS.NRCT","X2013",10440
"1326","DEU","IP.IDS.RSCT","X2013",46757
"1327","DEU","IP.TMK.NRCT","X2013",21053
"1328","DEU","IP.TMK.RSCT","X2013",172567
"1329","DEU","IQ.SPI.PIL5","X2013",NA
"1330","DEU","IS.AIR.DPRT","X2013",954874
"1331","DEU","IS.AIR.GOOD.MT.K1","X2013",7335.699402
"1332","DEU","IS.AIR.PSGR","X2013",109062321.5
"1333","DEU","IS.RRS.GOOD.MT.K6","X2013",112613
"1334","DEU","IS.RRS.PASG.KM","X2013",89615
"1335","DEU","IS.RRS.TOTL.KM","X2013",33449
"1336","DEU","IS.SHP.GCNW.XQ","X2013",79.77711566
"1337","DEU","IS.SHP.GOOD.TU","X2013",18932700
"1338","DEU","IT.CEL.SETS","X2013",100034000
"1339","DEU","IT.CEL.SETS.P2","X2013",123.2334833
"1340","DEU","IT.MLT.MAIN","X2013",48700000
"1341","DEU","IT.MLT.MAIN.P2","X2013",59.9943083
"1342","DEU","IT.NET.BBND","X2013",28641961
"1343","DEU","IT.NET.BBND.P2","X2013",35.2844895
"1344","DEU","IT.NET.SECR","X2013",209774
"1345","DEU","IT.NET.SECR.P6","X2013",2601.183288
"1346","DEU","IT.NET.USER.ZS","X2013",84.17
"1347","DEU","LP.LPI.INFR.XQ","X2013",NA
"1348","DEU","NY.GDP.MKTP.KD","X2013",3.55995e+12
"1349","DEU","SL.UEM.TOTL.ZS","X2013",5.23
"1350","DEU","SP.POP.TOTL","X2013",80645605
"1351","DEU","TM.VAL.ICTG.ZS.UN","X2013",7.359182823
"1352","DEU","TX.VAL.ICTG.ZS.UN","X2013",4.333128609
"1353","KAZ","BX.GSR.CCIS.CD","X2013",140646781.2
"1354","KAZ","BX.GSR.CCIS.ZS","X2013",2.35566202
"1355","KAZ","BX.TRF.PWKR.CD.DT","X2013",341405870.7
"1356","KAZ","EG.ELC.COAL.ZS","X2013",75.1944978
"1357","KAZ","EG.ELC.HYRO.ZS","X2013",7.499563471
"1358","KAZ","EG.ELC.LOSS.ZS","X2013",10.83949324
"1359","KAZ","EG.ELC.NGAS.ZS","X2013",16.71710999
"1360","KAZ","EG.ELC.NUCL.ZS","X2013",0
"1361","KAZ","EG.ELC.PETR.ZS","X2013",0.583008362
"1362","KAZ","EG.USE.ELEC.KH.PC","X2013",5345.468427
"1363","KAZ","ER.H2O.FWAG.ZS","X2013",NA
"1364","KAZ","ER.H2O.FWDM.ZS","X2013",NA
"1365","KAZ","ER.H2O.FWIN.ZS","X2013",NA
"1366","KAZ","ER.H2O.FWTL.K3","X2013",NA
"1367","KAZ","ER.H2O.FWTL.ZS","X2013",NA
"1368","KAZ","ER.H2O.INTR.K3","X2013",NA
"1369","KAZ","ER.H2O.INTR.PC","X2013",NA
"1370","KAZ","IE.PPI.ENGY.CD","X2013",NA
"1371","KAZ","IE.PPI.ICTI.CD","X2013",NA
"1372","KAZ","IE.PPI.TRAN.CD","X2013",NA
"1373","KAZ","IE.PPI.WATR.CD","X2013",NA
"1374","KAZ","IE.PPN.ENGY.CD","X2013",NA
"1375","KAZ","IE.PPN.TRAN.CD","X2013",NA
"1376","KAZ","IE.PPN.WATR.CD","X2013",NA
"1377","KAZ","IP.IDS.NRCT","X2013",222
"1378","KAZ","IP.IDS.RSCT","X2013",135
"1379","KAZ","IP.TMK.NRCT","X2013",17919
"1380","KAZ","IP.TMK.RSCT","X2013",7048
"1381","KAZ","IQ.SPI.PIL5","X2013",NA
"1382","KAZ","IS.AIR.DPRT","X2013",66108
"1383","KAZ","IS.AIR.GOOD.MT.K1","X2013",58.199004
"1384","KAZ","IS.AIR.PSGR","X2013",4785588
"1385","KAZ","IS.RRS.GOOD.MT.K6","X2013",231248
"1386","KAZ","IS.RRS.PASG.KM","X2013",19125
"1387","KAZ","IS.RRS.TOTL.KM","X2013",14767.1
"1388","KAZ","IS.SHP.GCNW.XQ","X2013",NA
"1389","KAZ","IS.SHP.GOOD.TU","X2013",NA
"1390","KAZ","IT.CEL.SETS","X2013",30364900
"1391","KAZ","IT.CEL.SETS.P2","X2013",178.3430714
"1392","KAZ","IT.MLT.MAIN","X2013",4392000
"1393","KAZ","IT.MLT.MAIN.P2","X2013",25.79566439
"1394","KAZ","IT.NET.BBND","X2013",1958823
"1395","KAZ","IT.NET.BBND.P2","X2013",11.50481346
"1396","KAZ","IT.NET.SECR","X2013",296
"1397","KAZ","IT.NET.SECR.P6","X2013",17.3754286
"1398","KAZ","IT.NET.USER.ZS","X2013",63.30422443
"1399","KAZ","LP.LPI.INFR.XQ","X2013",NA
"1400","KAZ","NY.GDP.MKTP.KD","X2013",1.76633e+11
"1401","KAZ","SL.UEM.TOTL.ZS","X2013",5.2
"1402","KAZ","SP.POP.TOTL","X2013",17035551
"1403","KAZ","TM.VAL.ICTG.ZS.UN","X2013",5.964423792
"1404","KAZ","TX.VAL.ICTG.ZS.UN","X2013",0.334389226
"1405","KGZ","BX.GSR.CCIS.CD","X2013",21877873
"1406","KGZ","BX.GSR.CCIS.ZS","X2013",2.066770528
"1407","KGZ","BX.TRF.PWKR.CD.DT","X2013",2277998114
"1408","KGZ","EG.ELC.COAL.ZS","X2013",5.609877953
"1409","KGZ","EG.ELC.HYRO.ZS","X2013",93.47655414
"1410","KGZ","EG.ELC.LOSS.ZS","X2013",20.27692527
"1411","KGZ","EG.ELC.NGAS.ZS","X2013",0.192705731
"1412","KGZ","EG.ELC.NUCL.ZS","X2013",0
"1413","KGZ","EG.ELC.PETR.ZS","X2013",0.72086218
"1414","KGZ","EG.USE.ELEC.KH.PC","X2013",1887.020071
"1415","KGZ","ER.H2O.FWAG.ZS","X2013",NA
"1416","KGZ","ER.H2O.FWDM.ZS","X2013",NA
"1417","KGZ","ER.H2O.FWIN.ZS","X2013",NA
"1418","KGZ","ER.H2O.FWTL.K3","X2013",NA
"1419","KGZ","ER.H2O.FWTL.ZS","X2013",NA
"1420","KGZ","ER.H2O.INTR.K3","X2013",NA
"1421","KGZ","ER.H2O.INTR.PC","X2013",NA
"1422","KGZ","IE.PPI.ENGY.CD","X2013",NA
"1423","KGZ","IE.PPI.ICTI.CD","X2013",NA
"1424","KGZ","IE.PPI.TRAN.CD","X2013",NA
"1425","KGZ","IE.PPI.WATR.CD","X2013",NA
"1426","KGZ","IE.PPN.ENGY.CD","X2013",NA
"1427","KGZ","IE.PPN.TRAN.CD","X2013",NA
"1428","KGZ","IE.PPN.WATR.CD","X2013",NA
"1429","KGZ","IP.IDS.NRCT","X2013",797
"1430","KGZ","IP.IDS.RSCT","X2013",14
"1431","KGZ","IP.TMK.NRCT","X2013",7526
"1432","KGZ","IP.TMK.RSCT","X2013",326
"1433","KGZ","IQ.SPI.PIL5","X2013",NA
"1434","KGZ","IS.AIR.DPRT","X2013",12189
"1435","KGZ","IS.AIR.GOOD.MT.K1","X2013",0.59035
"1436","KGZ","IS.AIR.PSGR","X2013",771165
"1437","KGZ","IS.RRS.GOOD.MT.K6","X2013",1002
"1438","KGZ","IS.RRS.PASG.KM","X2013",NA
"1439","KGZ","IS.RRS.TOTL.KM","X2013",417
"1440","KGZ","IS.SHP.GCNW.XQ","X2013",NA
"1441","KGZ","IS.SHP.GOOD.TU","X2013",NA
"1442","KGZ","IT.CEL.SETS","X2013",6737487
"1443","KGZ","IT.CEL.SETS.P2","X2013",117.555938
"1444","KGZ","IT.MLT.MAIN","X2013",461277
"1445","KGZ","IT.MLT.MAIN.P2","X2013",8.048379225
"1446","KGZ","IT.NET.BBND","X2013",136200
"1447","KGZ","IT.NET.BBND.P2","X2013",2.376422953
"1448","KGZ","IT.NET.SECR","X2013",44
"1449","KGZ","IT.NET.SECR.P6","X2013",7.692845654
"1450","KGZ","IT.NET.USER.ZS","X2013",23
"1451","KGZ","LP.LPI.INFR.XQ","X2013",NA
"1452","KGZ","NY.GDP.MKTP.KD","X2013",5629453576
"1453","KGZ","SL.UEM.TOTL.ZS","X2013",8.33
"1454","KGZ","SP.POP.TOTL","X2013",5719600
"1455","KGZ","TM.VAL.ICTG.ZS.UN","X2013",2.214600984
"1456","KGZ","TX.VAL.ICTG.ZS.UN","X2013",0.055729993
"1457","RUS","BX.GSR.CCIS.CD","X2013",4163110000
"1458","RUS","BX.GSR.CCIS.ZS","X2013",5.93690956
"1459","RUS","BX.TRF.PWKR.CD.DT","X2013",6750810000
"1460","RUS","EG.ELC.COAL.ZS","X2013",15.22169765
"1461","RUS","EG.ELC.HYRO.ZS","X2013",17.12867664
"1462","RUS","EG.ELC.LOSS.ZS","X2013",10.1167845
"1463","RUS","EG.ELC.NGAS.ZS","X2013",50.11152726
"1464","RUS","EG.ELC.NUCL.ZS","X2013",16.31144046
"1465","RUS","EG.ELC.PETR.ZS","X2013",0.82196392
"1466","RUS","EG.USE.ELEC.KH.PC","X2013",6539.207375
"1467","RUS","ER.H2O.FWAG.ZS","X2013",NA
"1468","RUS","ER.H2O.FWDM.ZS","X2013",NA
"1469","RUS","ER.H2O.FWIN.ZS","X2013",NA
"1470","RUS","ER.H2O.FWTL.K3","X2013",NA
"1471","RUS","ER.H2O.FWTL.ZS","X2013",NA
"1472","RUS","ER.H2O.INTR.K3","X2013",NA
"1473","RUS","ER.H2O.INTR.PC","X2013",NA
"1474","RUS","IE.PPI.ENGY.CD","X2013",4.8e+08
"1475","RUS","IE.PPI.ICTI.CD","X2013",NA
"1476","RUS","IE.PPI.TRAN.CD","X2013",3100000
"1477","RUS","IE.PPI.WATR.CD","X2013",NA
"1478","RUS","IE.PPN.ENGY.CD","X2013",NA
"1479","RUS","IE.PPN.TRAN.CD","X2013",NA
"1480","RUS","IE.PPN.WATR.CD","X2013",NA
"1481","RUS","IP.IDS.NRCT","X2013",4285
"1482","RUS","IP.IDS.RSCT","X2013",2650
"1483","RUS","IP.TMK.NRCT","X2013",67367
"1484","RUS","IP.TMK.RSCT","X2013",168284
"1485","RUS","IQ.SPI.PIL5","X2013",NA
"1486","RUS","IS.AIR.DPRT","X2013",678071
"1487","RUS","IS.AIR.GOOD.MT.K1","X2013",4249.26882
"1488","RUS","IS.AIR.PSGR","X2013",64072322
"1489","RUS","IS.RRS.GOOD.MT.K6","X2013",2196217
"1490","RUS","IS.RRS.PASG.KM","X2013",138517
"1491","RUS","IS.RRS.TOTL.KM","X2013",85266
"1492","RUS","IS.SHP.GCNW.XQ","X2013",45.10968214
"1493","RUS","IS.SHP.GOOD.TU","X2013",5208600
"1494","RUS","IT.CEL.SETS","X2013",218300372
"1495","RUS","IT.CEL.SETS.P2","X2013",151.2556334
"1496","RUS","IT.MLT.MAIN","X2013",40473148
"1497","RUS","IT.MLT.MAIN.P2","X2013",28.0429739
"1498","RUS","IT.NET.BBND","X2013",23745346
"1499","RUS","IT.NET.BBND.P2","X2013",16.45263962
"1500","RUS","IT.NET.SECR","X2013",11442
"1501","RUS","IT.NET.SECR.P6","X2013",79.73130508
"1502","RUS","IT.NET.USER.ZS","X2013",67.97
"1503","RUS","LP.LPI.INFR.XQ","X2013",NA
"1504","RUS","NY.GDP.MKTP.KD","X2013",1.68354e+12
"1505","RUS","SL.UEM.TOTL.ZS","X2013",5.46
"1506","RUS","SP.POP.TOTL","X2013",143506995
"1507","RUS","TM.VAL.ICTG.ZS.UN","X2013",6.839560433
"1508","RUS","TX.VAL.ICTG.ZS.UN","X2013",0.417815328
"1509","TJK","BX.GSR.CCIS.CD","X2013",14960500
"1510","TJK","BX.GSR.CCIS.ZS","X2013",4.117047276
"1511","TJK","BX.TRF.PWKR.CD.DT","X2013",3697730868
"1512","TJK","EG.ELC.COAL.ZS","X2013",0.257084429
"1513","TJK","EG.ELC.HYRO.ZS","X2013",99.74291557
"1514","TJK","EG.ELC.LOSS.ZS","X2013",14.770669
"1515","TJK","EG.ELC.NGAS.ZS","X2013",0
"1516","TJK","EG.ELC.NUCL.ZS","X2013",0
"1517","TJK","EG.ELC.PETR.ZS","X2013",0
"1518","TJK","EG.USE.ELEC.KH.PC","X2013",1692.725684
"1519","TJK","ER.H2O.FWAG.ZS","X2013",NA
"1520","TJK","ER.H2O.FWDM.ZS","X2013",NA
"1521","TJK","ER.H2O.FWIN.ZS","X2013",NA
"1522","TJK","ER.H2O.FWTL.K3","X2013",NA
"1523","TJK","ER.H2O.FWTL.ZS","X2013",NA
"1524","TJK","ER.H2O.INTR.K3","X2013",NA
"1525","TJK","ER.H2O.INTR.PC","X2013",NA
"1526","TJK","IE.PPI.ENGY.CD","X2013",NA
"1527","TJK","IE.PPI.ICTI.CD","X2013",NA
"1528","TJK","IE.PPI.TRAN.CD","X2013",NA
"1529","TJK","IE.PPI.WATR.CD","X2013",NA
"1530","TJK","IE.PPN.ENGY.CD","X2013",NA
"1531","TJK","IE.PPN.TRAN.CD","X2013",NA
"1532","TJK","IE.PPN.WATR.CD","X2013",NA
"1533","TJK","IP.IDS.NRCT","X2013",784
"1534","TJK","IP.IDS.RSCT","X2013",1
"1535","TJK","IP.TMK.NRCT","X2013",6462
"1536","TJK","IP.TMK.RSCT","X2013",247
"1537","TJK","IQ.SPI.PIL5","X2013",NA
"1538","TJK","IS.AIR.DPRT","X2013",6263
"1539","TJK","IS.AIR.GOOD.MT.K1","X2013",0.4757
"1540","TJK","IS.AIR.PSGR","X2013",683060.1575
"1541","TJK","IS.RRS.GOOD.MT.K6","X2013",NA
"1542","TJK","IS.RRS.PASG.KM","X2013",NA
"1543","TJK","IS.RRS.TOTL.KM","X2013",587
"1544","TJK","IS.SHP.GCNW.XQ","X2013",NA
"1545","TJK","IS.SHP.GOOD.TU","X2013",NA
"1546","TJK","IT.CEL.SETS","X2013",7537100
"1547","TJK","IT.CEL.SETS.P2","X2013",93.51508709
"1548","TJK","IT.MLT.MAIN","X2013",425000
"1549","TJK","IT.MLT.MAIN.P2","X2013",5.273103981
"1550","TJK","IT.NET.BBND","X2013",5800
"1551","TJK","IT.NET.BBND.P2","X2013",0.07196236
"1552","TJK","IT.NET.SECR","X2013",15
"1553","TJK","IT.NET.SECR.P6","X2013",1.861092521
"1554","TJK","IT.NET.USER.ZS","X2013",16
"1555","TJK","LP.LPI.INFR.XQ","X2013",NA
"1556","TJK","NY.GDP.MKTP.KD","X2013",6996226385
"1557","TJK","SL.UEM.TOTL.ZS","X2013",8.86
"1558","TJK","SP.POP.TOTL","X2013",8059782
"1559","TJK","TM.VAL.ICTG.ZS.UN","X2013",NA
"1560","TJK","TX.VAL.ICTG.ZS.UN","X2013",NA
"1561","UKR","BX.GSR.CCIS.CD","X2013",1.782e+09
"1562","UKR","BX.GSR.CCIS.ZS","X2013",7.880422766
"1563","UKR","BX.TRF.PWKR.CD.DT","X2013",9.667e+09
"1564","UKR","EG.ELC.COAL.ZS","X2013",41.82265908
"1565","UKR","EG.ELC.HYRO.ZS","X2013",7.124714774
"1566","UKR","EG.ELC.LOSS.ZS","X2013",10.69352524
"1567","UKR","EG.ELC.NGAS.ZS","X2013",7.218671595
"1568","UKR","EG.ELC.NUCL.ZS","X2013",42.95633589
"1569","UKR","EG.ELC.PETR.ZS","X2013",0.201336045
"1570","UKR","EG.USE.ELEC.KH.PC","X2013",3600.225704
"1571","UKR","ER.H2O.FWAG.ZS","X2013",NA
"1572","UKR","ER.H2O.FWDM.ZS","X2013",NA
"1573","UKR","ER.H2O.FWIN.ZS","X2013",NA
"1574","UKR","ER.H2O.FWTL.K3","X2013",NA
"1575","UKR","ER.H2O.FWTL.ZS","X2013",NA
"1576","UKR","ER.H2O.INTR.K3","X2013",NA
"1577","UKR","ER.H2O.INTR.PC","X2013",NA
"1578","UKR","IE.PPI.ENGY.CD","X2013",NA
"1579","UKR","IE.PPI.ICTI.CD","X2013",NA
"1580","UKR","IE.PPI.TRAN.CD","X2013",NA
"1581","UKR","IE.PPI.WATR.CD","X2013",NA
"1582","UKR","IE.PPN.ENGY.CD","X2013",NA
"1583","UKR","IE.PPN.TRAN.CD","X2013",NA
"1584","UKR","IE.PPN.WATR.CD","X2013",NA
